Word,V.Mean.Sum,A.Mean.Sum,Number of Anagrams,Anagrams
nocturnal,5.29,3.48,1,['nocturnal']
nod,5.05,2.92,2,"['don', 'nod']"
node,4.84,3.5,2,"['done', 'node']"
noggin,5.63,4.29,1,['noggin']
noir,5.37,3.59,5,"['inro', 'iron', 'noir', 'nori', 'roin']"
nomad,4.71,3.17,3,"['damon', 'monad', 'nomad']"
nominal,5.1,3.55,1,['nominal']
nomination,5.63,4.04,1,['nomination']
nominee,5.5,4.4,1,['nominee']
nonchalant,4.58,3.64,1,['nonchalant']
nonfat,5.74,3.57,1,['nonfat']
noon,5.38,2.87,1,['noon']
norm,5.56,3.06,2,"['morn', 'norm']"
normalcy,4.84,3.15,1,['normalcy']
north,5.72,2.15,2,"['north', 'thorn']"
northbound,5.45,4.8,1,['northbound']
northeast,5.5,3.65,1,['northeast']
northern,5.65,3.17,1,['northern']
northwest,5.81,2.71,1,['northwest']
northwestern,5.39,3.05,1,['northwestern']
nose,5.5,3.1,6,"['enos', 'eons', 'noes', 'nose', 'ones', 'sone']"
notary,5.43,3.23,2,"['aroynt', 'notary']"
notch,5.32,2.95,2,"['nocht', 'notch']"
note,5.78,3.33,3,"['eton', 'note', 'tone']"
notification,5.24,4.5,1,['notification']
notify,4.9,3.13,2,"['notify', 'tonify']"
notoriety,5.68,5.23,1,['notoriety']
notorious,4.19,4.68,1,['notorious']
noun,5.22,2.37,1,['noun']
novel,5.74,3.41,1,['novel']
novelty,5.82,5.04,1,['novelty']
novice,5.1,4,3,"['covine', 'nocive', 'novice']"
nuance,5.47,4.55,1,['nuance']
nuclear,4.3,7.3,4,"['crenula', 'lucarne', 'nuclear', 'unclear']"
nucleus,5.59,3.65,1,['nucleus']
nudge,5.67,4.33,1,['nudge']
nudie,4.5,6,2,"['indue', 'nudie']"
null,4.32,3.05,1,['null']
number,5.59,3.5,1,['number']
numerical,5,2.76,3,"['ceruminal', 'melanuric', 'numerical']"
numerous,5.35,3.39,1,['numerous']
nun,5.79,2.43,2,"['nun', 'unn']"
nunchucks,5.7,4.7,0,[]
nunnery,4.25,2.78,1,['nunnery']
nuptials,5.63,4.55,2,"['nuptials', 'unplaits']"
nurse,5.41,4.64,3,"['nurse', 'resun', 'runes']"
nursemaid,5.38,3.83,2,"['muraenids', 'nursemaid']"
nut,5.44,4.24,2,"['nut', 'tun']"
nutcracker,5.45,4.84,1,['nutcracker']
nutmeg,5.76,3.24,2,"['gnetum', 'nutmeg']"
nutshell,5.05,3.95,1,['nutshell']
nutty,5.35,4.72,1,['nutty']
nylon,4.9,3.61,3,"['nylon', 'nonyl', 'nonly']"
nylong,4.95,4.24,0,[]
nylons,5.52,3.14,1,['nylons']
nymph,5.42,5.32,1,['nymph']
nymphomaniac,4.95,5.17,1,['nymphomaniac']
O'Doul's,4.5,2.71,0,[]
oar,5.15,2.72,4,"['aor', 'aro', 'oar', 'ora']"
oat,5.67,2.82,3,"['oat', 'tao', 'toa']"
oatmeal,5.47,3.1,1,['oatmeal']
obedience,4.63,3.29,1,['obedience']
obey,5.13,4.1,1,['obey']
object,5.52,4.08,1,['object']
objective,5.55,4.38,1,['objective']
objectivity,5.63,4.09,1,['objectivity']
obligation,4.68,5.76,1,['obligation']
oblige,5.19,3.74,1,['oblige']
oblique,4.57,3.18,1,['oblique']
oblivious,4.5,3.5,1,['oblivious']
obscure,5.15,3.1,3,"['bescour', 'buceros', 'obscure']"
obscurity,4.64,3.28,1,['obscurity']
observation,5.61,3.23,1,['observation']
observatory,5.36,4.61,1,['observatory']
observe,5.3,4.25,3,"['observe', 'obverse', 'verbose']"
observer,5,4.5,1,['observer']
obsessed,4.86,4.46,1,['obsessed']
obsession,4.38,5.64,1,['obsession']
obstacle,4.38,4.6,1,['obstacle']
obtain,5.11,3.67,4,"['batino', 'bonita', 'oatbin', 'obtain']"
obvious,5.33,3.65,1,['obvious']
occasional,5.5,2.45,1,['occasional']
occipital,4.45,4.14,1,['occipital']
occupant,5.19,3.17,1,['occupant']
occupation,4.77,4.33,1,['occupation']
occupy,4.86,4.27,1,['occupy']
occurrence,4.94,4.1,1,['occurrence']
ocular,4.86,4,1,['ocular']
odd,4.56,4.26,2,"['dod', 'odd']"
odds,5.32,4.39,2,"['dods', 'odds']"
ode,5.75,2.81,3,"['doe', 'edo', 'ode']"
odyssey,5.7,4.83,1,['odyssey']
offer,5.67,3.5,2,"['offer', 'reffo']"
office,4.54,3.05,2,"['coiffe', 'office']"
officer,4.91,4.38,1,['officer']
official,5.75,4.04,1,['official']
offset,4.79,4.05,2,"['offset', 'setoff']"
offshore,4.95,3.5,1,['offshore']
oink,5.21,3.73,3,"['ikon', 'kino', 'oink']"
ointment,4.81,2.86,1,['ointment']
okra,5.55,3.27,5,"['karo', 'kora', 'okra', 'roak', 'roka']"
olden,5.25,3.17,2,"['loden', 'olden']"
oldie,5.41,3.78,2,"['oiled', 'oldie']"
oldies,5.53,4.18,4,"['isolde', 'oldies', 'siloed', 'soiled']"
omega,5.5,4.65,1,['omega']
omission,4.71,2.82,1,['omission']
onboard,5.1,3.95,2,"['bradoon', 'onboard']"
oncoming,4.68,4.06,2,"['gnomonic', 'oncoming']"
ongoing,4.79,4.24,1,['ongoing']
onion,5.37,4.95,1,['onion']
onset,4.35,4.39,7,"['notes', 'onset', 'seton', 'steno', 'stone', 'tenso', 'tones']"
onstage,5.48,4.48,2,"['onstage', 'stonage']"
oodles,5.74,5.09,5,"['dolose', 'loosed', 'oodles', 'soloed', 'soodle']"
oomph,5.52,4.27,1,['oomph']
op,5.21,3.24,2,"['op', 'po']"
opera,5.68,3.84,1,['opera']
operate,5.37,4.62,1,['operate']
operational,5.6,4.32,1,['operational']
operator,4.85,2.67,1,['operator']
opiate,5.35,5.06,1,['opiate']
opinionated,5.57,3.95,1,['opinionated']
opponent,4.42,5.5,1,['opponent']
oppose,4.21,5.17,1,['oppose']
opposite,4.77,3.43,1,['opposite']
ops,5.05,4.21,3,"['ops', 'pos', 'sop']"
opt,4.85,2.44,3,"['opt', 'pot', 'top']"
optic,5.6,3.48,3,"['optic', 'picot', 'topic']"
optical,5.15,3.44,4,"['capitol', 'coalpit', 'optical', 'topical']"
optional,5.76,2.59,3,"['antipolo', 'antipool', 'optional']"
oral,4.95,4.33,2,"['lora', 'oral']"
orangutan,5.74,4.87,1,['orangutan']
orb,5,4.26,4,"['bor', 'bro', 'orb', 'rob']"
orbital,5.5,4.24,1,['orbital']
order,5.82,3.19,1,['order']
ordinance,4.75,3.95,3,"['cerdonian', 'encardion', 'ordinance']"
ordinary,5.05,2.86,1,['ordinary']
ordnance,4.52,2.84,1,['ordnance']
ore,5.78,2.85,3,"['oer', 'ore', 'roe']"
organ,4.95,3.41,12,"['agron', 'angor', 'argon', 'garon', 'goran', 'grano', 'groan', 'nagor', 'orang', 'organ', 'rogan', 'ronga']"
organic,5.55,4.29,1,['organic']
organist,5.67,2.25,5,"['orangist', 'organist', 'roasting', 'signator', 'tragions']"
organization,5.71,3.09,1,['organization']
orgy,5.37,7.3,3,"['gyro', 'gory', 'orgy']"
orifice,4.48,3.17,1,['orifice']
origin,5.19,3.7,2,"['nigori', 'origin']"
orthodontist,4.38,4.9,1,['orthodontist']
orthopedic,4.32,3.78,1,['orthopedic']
ostentatious,5.05,5.25,1,['ostentatious']
ostrich,5.16,3.87,2,"['chorist', 'ostrich']"
other,5.41,3.48,5,"['other', 'theor', 'thore', 'throe', 'toher']"
ought,5,3,2,"['ought', 'tough']"
ounce,5.65,3.77,1,['ounce']
outback,5.3,3.72,2,"['backout', 'outback']"
outbid,4.86,5.15,2,"['outbid', 'tuboid']"
outboard,5.15,3.43,1,['outboard']
outburst,4.15,6.33,2,"['outburst', 'subtutor']"
outcome,5.62,3.68,1,['outcome']
outdo,4.95,5.43,1,['outdo']
outer,5.19,3.27,5,"['outer', 'outre', 'route', 'troue', 'utero']"
outgrow,4.4,3.78,1,['outgrow']
outhouse,4.19,3.43,1,['outhouse']
outlet,5.45,3.5,2,"['outlet', 'tutelo']"
outline,5.1,2.62,2,"['elution', 'outline']"
outlive,5.52,4.39,2,"['outlive', 'ovulite']"
outpost,4.67,3.05,1,['outpost']
output,4.85,3.67,2,"['output', 'putout']"
outrageous,4.19,5.35,1,['outrageous']
outrank,4.4,4.14,1,['outrank']
outreach,4.94,3.95,1,['outreach']
outsider,4.3,3.52,2,"['outrides', 'outsider']"
outskirts,5,3.75,1,['outskirts']
outsmart,5.8,5.3,1,['outsmart']
outstretched,5.19,4.14,1,['outstretched']
outweigh,4.19,3.95,1,['outweigh']
outwit,5.3,4.04,1,['outwit']
oval,5.14,3.5,1,['oval']
ovary,5.23,3.67,1,['ovary']
ovation,5.21,5.32,1,['ovation']
overactive,5.19,5.12,2,"['overactive', 'revocative']"
overall,5.17,2.95,2,"['allover', 'overall']"
overcast,4.35,3.83,2,"['overacts', 'overcast']"
overcoat,5.43,3.1,2,"['evocator', 'overcoat']"
overdrive,5.43,5.16,1,['overdrive']
overestimate,5.33,3.52,1,['overestimate']
overflow,4.76,4.25,1,['overflow']
overhaul,5.23,3.92,1,['overhaul']
overlapping,4.9,3.5,1,['overlapping']
overlay,4.58,3.18,2,"['layover', 'overlay']"
overlook,4.3,3.78,1,['overlook']
overpass,4.77,4,2,"['overpass', 'passover']"
override,4.33,3.35,1,['override']
overriding,4.38,4.65,1,['overriding']
oversee,5.68,3.65,1,['oversee']
overseer,4.71,5.3,1,['overseer']
oversized,4.4,3.65,1,['oversized']
overtime,4.8,5.71,3,"['overtime', 'remotive', 'vermetio']"
overture,5.33,4.29,3,"['overtrue', 'overture', 'trouvere']"
overview,4.85,3.18,1,['overview']
overzealous,5.16,5.9,1,['overzealous']
ownership,5.85,4.41,2,"['ownership', 'shipowner']"
ox,4.95,3.82,1,['ox']
oxide,5.53,2.91,2,"['doxie', 'oxide']"
oyster,4.81,3.11,4,"['oyster', 'rosety', 'storey', 'toyers']"
ozone,5.05,4.17,1,['ozone']
pace,5,3,3,"['cape', 'cepa', 'pace']"
pacemaker,4.9,4.36,1,['pacemaker']
pacifier,5.52,3.2,1,['pacifier']
pacifist,4.78,3.17,1,['pacifist']
pacify,5.67,2.55,1,['pacify']
pack,5.55,4.1,1,['pack']
package,5.17,4.73,1,['package']
packaging,5.15,3.3,1,['packaging']
packer,4.9,4.23,2,"['packer', 'repack']"
packet,5.16,3.62,1,['packet']
pact,5,3.73,2,"['acpt', 'pact']"
pad,5.14,3.96,3,"['adp', 'dap', 'pad']"
padded,5.14,2.87,1,['padded']
padding,5.25,2.76,1,['padding']
paddle,5.38,4.17,1,['paddle']
paddle boat,5.85,3.05,0,[]
padlock,4.8,3.33,1,['padlock']
padre,5.84,3.57,6,"['drape', 'padre', 'parde', 'pared', 'raped', 'repad']"
pagan,5,5.25,2,"['pagan', 'panga']"
pageant,5,4.42,1,['pageant']
paging,4.71,4.6,2,"['gaping', 'paging']"
pagoda,5.6,4.5,1,['pagoda']
pail,4.5,2.24,4,"['lipa', 'pail', 'pali', 'pial']"
painkiller,5.43,3.39,1,['painkiller']
paint,5.74,4.5,4,"['inapt', 'paint', 'patin', 'pinta']"
paintball,5.22,5.19,0,[]
paisley,5.6,3.83,1,['paisley']
paleontology,5.82,3.9,1,['paleontology']
palette,5.14,3.3,2,"['palette', 'peltate']"
pallet,4.73,4.05,1,['pallet']
palomino,5.64,4.26,1,['palomino']
palpable,4.85,4.59,1,['palpable']
pamphlet,4.37,2.7,1,['pamphlet']
pan,5.15,3.05,2,"['nap', 'pan']"
pandemonium,4.4,6.15,1,['pandemonium']
pane,4.95,3.57,5,"['nape', 'neap', 'nepa', 'pane', 'pean']"
panel,4.81,2.92,6,"['alpen', 'nepal', 'panel', 'penal', 'plane', 'plena']"
pang,4.94,4.5,1,['pang']
pant,5.33,3.9,1,['pant']
pantry,5.38,4,2,"['pantry', 'trypan']"
pants,5.62,3.8,1,['pants']
pantyhose,5.5,4.08,1,['pantyhose']
pap,4.71,3.52,3,"['app', 'pap', 'ppa']"
paper,5.42,3.52,2,"['paper', 'rappe']"
paperboy,5.41,3.19,1,['paperboy']
paperweight,5.05,3.38,1,['paperweight']
paperwork,4.25,4.1,1,['paperwork']
par,4.85,2.94,3,"['apr', 'par', 'rap']"
parachute,5.2,4.94,1,['parachute']
paradigm,5.55,4.71,1,['paradigm']
paradox,5.4,5,1,['paradox']
paraffin,5.1,3.11,1,['paraffin']
paragraph,5.4,3.26,1,['paragraph']
paralegal,4.52,3.28,1,['paralegal']
parallel,5.29,2.87,1,['parallel']
paramedic,5.16,4.9,2,"['paramedic', 'preadamic']"
paramedics,5.05,4.67,1,['paramedics']
paraphernalia,5.11,5.18,1,['paraphernalia']
parasol,5.57,3.5,2,"['asaprol', 'parasol']"
parcel,5.45,4.18,3,"['carpel', 'parcel', 'placer']"
parchment,5.48,2.9,1,['parchment']
pardon,5.5,2.8,2,"['pardon', 'ropand']"
parka,5.84,2.72,1,['parka']
parking,4.57,3.8,1,['parking']
parlay,5.15,3.29,1,['parlay']
parliament,4.9,2.81,2,"['palermitan', 'parliament']"
parlor,5.85,2.71,1,['parlor']
parody,5.75,4.76,1,['parody']
part,4.77,3.36,5,"['part', 'prat', 'rapt', 'tarp', 'trap']"
partake,5.79,4.3,1,['partake']
partial,5.29,3.8,2,"['partial', 'patrial']"
participant,5.32,3.29,1,['participant']
participate,5.5,4.44,1,['participate']
particle,5.24,4.74,3,"['particle', 'plicater', 'prelatic']"
particular,5.05,3.9,1,['particular']
pass,5.73,4.38,4,"['asps', 'pass', 'saps', 'spas']"
passageway,5.58,4.45,1,['passageway']
passenger,4.55,3.82,1,['passenger']
passive,4.84,3.55,4,"['passive', 'pavises', 'pavisse', 'spavies']"
passkey,5.37,3.39,1,['passkey']
password,5.5,3.71,1,['password']
past,5.09,4.71,6,"['apts', 'past', 'pats', 'spat', 'stap', 'taps']"
paste,4.95,2.62,7,"['paste', 'pates', 'peats', 'septa', 'spate', 'tapes', 'tepas']"
pastor,5.35,3.91,4,"['asport', 'pastor', 'portas', 'sproat']"
patch,5.11,2.84,3,"['chapt', 'pacht', 'patch']"
patent,5.34,3.64,3,"['patent', 'patten', 'tapnet']"
patented,5.05,3.6,2,"['patented', 'pattened']"
paternity,5.81,3.95,1,['paternity']
path,5.71,3.74,2,"['path', 'phat']"
pathologist,4.2,3.74,1,['pathologist']
patriot,5.8,4.86,1,['patriot']
patrolman,4.63,4.57,1,['patrolman']
patron,5.7,2.91,3,"['parton', 'patron', 'tarpon']"
patter,5.79,3.5,1,['patter']
pattern,5.53,3.14,2,"['pattern', 'reptant']"
pause,5.53,2.57,1,['pause']
pave,5.61,2.74,2,"['evap', 'pave']"
pavement,5.5,2.64,1,['pavement']
paw,5.43,4.09,2,"['paw', 'wap']"
pawnshop,4.63,4.15,1,['pawnshop']
payback,5.09,5.85,1,['payback']
payload,5.42,5.36,1,['payload']
payment,5.16,4.44,1,['payment']
payphone,5.11,2.6,1,['hypopnea']
peanuts,5.63,3.86,2,"['peanuts', 'unpaste']"
peasant,4.62,4,2,"['anapest', 'peasant']"
pebble,5.72,2.85,1,['pebble']
pecker,4.81,4.5,1,['pecker']
peculiar,4.68,4.05,1,['peculiar']
pedal,5.16,3.89,4,"['padle', 'paled', 'pedal', 'plead']"
peddle,4.89,3.52,1,['peddle']
pedestal,5.81,3.18,1,['pedestal']
pedestrian,5.21,3.71,2,"['pedantries', 'pedestrian']"
pediatric,5.75,3.78,3,"['dipicrate', 'patricide', 'pediatric']"
pediatrics,5.29,2.42,2,"['patricides', 'pediatrics']"
pee,4.5,3.32,1,['pee']
peek,5.37,4.29,3,"['keep', 'peek', 'peke']"
peel,4.68,3.71,3,"['leep', 'peel', 'pele']"
peep,4.42,4.3,1,['peep']
peephole,4.29,5.39,1,['peephole']
peer,5.64,4.05,3,"['peer', 'pere', 'pree']"
pellet,4.65,3.8,1,['pellet']
pelvic,5.42,3.73,1,['pelvic']
pelvis,5.33,4.2,1,['pelvis']
pen,5.63,2.75,2,"['nep', 'pen']"
penance,4.77,3.89,1,['penance']
penchant,5.47,4.71,1,['penchant']
pencil,5.65,3.11,1,['pencil']
pendant,5.83,4.05,1,['pendant']
pendulum,5.17,2.77,3,"['pendulum', 'unlumped', 'unplumed']"
penetrate,5.71,6.08,1,['penetrate']
penetration,5.81,7.25,1,['penetration']
penicillin,5.67,3.38,1,['penicillin']
penile,4.15,4.86,1,['penile']
penis,5.3,5.9,6,"['insep', 'peins', 'penis', 'pines', 'snipe', 'spine']"
penitent,4.81,3.8,1,['penitent']
penmanship,5.62,3.04,1,['penmanship']
pennant,5.42,3.2,1,['pennant']
pentagram,4.42,3.89,1,['pentagram']
people,5.7,3.77,1,['people']
pepper,5.63,4.3,1,['pepper']
peptide,4.74,3,1,['peptide']
perceive,5.81,4.43,1,['perceive']
percent,5.67,3.24,2,"['percent', 'precent']"
percentage,4.81,2.96,1,['percentage']
percentile,4.55,4.52,1,['percentile']
perch,5.35,3.38,1,['perch']
performer,5.75,4.45,3,"['performer', 'prereform', 'reperform']"
perilous,4.57,4.24,2,"['perilous', 'uropsile']"
perimeter,5.45,3.7,2,"['perimeter', 'peritreme']"
periodic,4.79,3.55,1,['periodic']
peripheral,4.95,3.86,1,['peripheral']
periscope,5.21,3.6,2,"['pericopes', 'periscope']"
perm,5.05,3.19,2,"['perm', 'prem']"
permanent,5.06,3.82,1,['permanent']
permissible,5.3,3.3,2,"['impressible', 'permissible']"
permission,5.14,4,2,"['impression', 'permission']"
permit,5.26,3.76,2,"['permit', 'premit']"
peroxide,5.11,3.63,1,['peroxide']
perpetual,5.75,3.55,1,['perpetual']
persist,4.74,3.64,7,"['esprits', 'persist', 'priests', 'spriest', 'sprites', 'stirpes', 'stripes']"
persistent,5.71,5.58,4,"['persistent', 'pinsetters', 'presentist', 'prettiness']"
persona,5.37,3.9,1,['persona']
personnel,5.37,3.67,1,['personnel']
persuade,5.67,3.65,1,['persuade']
persuasion,5.67,5.16,1,['persuasion']
persuasive,5.84,4.87,1,['persuasive']
pert,4.95,5.41,5,"['pert', 'petr', 'pret', 'rept', 'terp']"
pertinent,5.24,4.83,1,['pertinent']
pesky,4.15,4.32,1,['pesky']
pestle,4.67,3,2,"['pestle', 'spleet']"
petition,4.8,3.1,1,['petition']
petitioner,5.55,3.83,2,"['petitioner', 'repetition']"
petrol,4.52,4.04,2,"['petrol', 'replot']"
petticoat,5.57,3.87,1,['petticoat']
petty,4.4,4.45,1,['petty']
pew,5.38,2.41,1,['pew']
peyote,4.77,4.58,2,"['peyote', 'poteye']"
phantom,4.26,5.23,1,['phantom']
pharaoh,5.45,4.63,1,['pharaoh']
pharmaceutical,4.67,3.35,1,['pharmaceutical']
pharmacy,5.05,3.68,1,['pharmacy']
phase,5.29,3.96,5,"['ephas', 'heaps', 'pesah', 'phase', 'shape']"
pheasant,4.95,4.05,2,"['pheasant', 'stephana']"
pheromone,5.5,4.96,1,['pheromone']
phi,4.33,3.32,4,"['hip', 'ihp', 'iph', 'phi']"
philosophy,5.48,2.9,1,['philosophy']
phosphate,4.74,3.71,1,['phosphate']
phosphorus,4.43,3.91,1,['phosphorus']
photon,4.9,3.7,1,['photon']
phrase,5.5,3,7,"['phaser', 'phrase', 'raphes', 'seraph', 'shaper', 'sherpa', 'shrape']"
physician,5.24,3.96,1,['physician']
physics,5.53,4.27,1,['physics']
physiological,4.76,5.04,1,['physiological']
physiology,5.16,4.9,1,['physiology']
physique,5.74,4.57,1,['physique']
pi,5.4,3.35,1,['pi']
piccolo,5.5,4.33,1,['piccolo']
picker,4.38,3.62,2,"['picker', 'repick']"
picket,4.38,3,1,['picket']
pickled,5.55,3,1,['pickled']
pickup,4.84,3.85,1,['pickup']
piece,5.23,3.57,1,['piece']
piety,5,3.42,1,['piety']
pig,4.83,3.68,2,"['gip', 'pig']"
pigeon,5.58,2.95,2,"['epigon', 'pigeon']"
piggy,4.71,3.18,1,['piggy']
piggyback,5.15,4.11,1,['piggyback']
pigskin,4.47,4.35,2,"['pigskin', 'spiking']"
pike,4.73,4.09,3,"['kepi', 'kipe', 'pike']"
pile,4.74,4.43,3,"['epil', 'pile', 'plie']"
pilgrim,5.16,4.04,1,['pilgrim']
pilgrimage,5.24,3.17,1,['pilgrimage']
pill,4.16,3.73,1,['pill']
pillar,5.48,4.3,1,['pillar']
pillbox,4.73,2.85,1,['pillbox']
pin,5.29,3.73,2,"['nip', 'pin']"
ping,5.67,4.09,1,['ping']
pinkie,5.82,2.85,1,['pinkie']
pinnacle,5.26,4.32,2,"['pannicle', 'pinnacle']"
pinot,5.71,3.62,4,"['pinot', 'pinto', 'piton', 'point']"
pinpoint,5.27,4.16,1,['pinpoint']
pint,5.53,3.52,1,['pint']
pinup,5.74,4.91,1,['pinup']
pipe,4.75,4.11,1,['pipe']
pipeline,5.05,4.33,1,['pipeline']
piping,5.09,4.1,1,['piping']
piracy,5.65,5.64,3,"['cypria', 'picary', 'piracy']"
pirate,4.19,5.26,4,"['epitra', 'pariet', 'partie', 'pirate']"
piston,4.57,4.85,6,"['instop', 'pintos', 'piston', 'pitons', 'points', 'postin']"
pitch,5.52,3.42,1,['pitch']
pitcher,5.7,4.09,2,"['pitcher', 'repitch']"
pithy,4.67,3.32,1,['pithy']
pituitary,4.79,4.4,1,['pituitary']
pivot,4.95,3.29,1,['pivot']
pivotal,5.19,3.41,1,['pivotal']
placebo,4.6,3.32,2,"['copable', 'placebo']"
placement,4.96,3.48,1,['placement']
placenta,5.05,4.35,1,['placenta']
placid,4.84,3.45,1,['placid']
plaid,5.71,3.72,2,"['alpid', 'plaid']"
plain,5.08,2.68,4,"['lapin', 'lipan', 'pinal', 'plain']"
plainclothes,4.94,3,1,['plainclothes']
plane,5.72,4.91,6,"['alpen', 'nepal', 'panel', 'penal', 'plane', 'plena']"
plank,4.76,4.3,1,['plank']
plankton,5.36,3.6,1,['plankton']
plantation,4.57,3.6,1,['plantation']
planter,5.85,2.67,3,"['pantler', 'planter', 'replant']"
plaster,5.24,3.9,9,"['palster', 'palters', 'pastler', 'persalt', 'plaster', 'platers', 'psalter', 'spartle', 'stapler']"
plastic,4.48,3.36,1,['plastic']
plate,4.8,3.18,9,"['leapt', 'lepta', 'palet', 'patel', 'pelta', 'petal', 'plate', 'pleat', 'tepal']"
plateau,5.84,3.68,1,['plateau']
platform,5,4.18,1,['platform']
plating,5.14,3.29,2,"['plating', 'tapling']"
platonic,4.63,3,1,['platonic']
platoon,4.65,4.28,1,['platoon']
platter,5.3,3.4,3,"['partlet', 'platter', 'prattle']"
plausible,5.38,3.09,1,['plausible']
playa,4.64,3.76,2,"['palay', 'playa']"
playback,5.76,3.36,1,['playback']
playboy,4.15,5.24,1,['playboy']
player,5.55,5.95,5,"['parley', 'pearly', 'player', 'rapely', 'replay']"
playoff,5.14,5.36,1,['playoff']
plea,4.35,4.64,5,"['leap', 'lepa', 'pale', 'peal', 'plea']"
pledge,5.09,3.95,1,['pledge']
pliers,4.48,3.55,6,"['lisper', 'perils', 'pilers', 'pliers', 'sirple', 'spiler']"
plight,4.21,3.85,1,['plight']
plop,5.5,3.77,1,['plop']
plot,4.9,4.52,2,"['plot', 'polt']"
plow,5.09,4.04,2,"['lwop', 'plow']"
plucky,5.16,4.7,1,['plucky']
plug,4.42,3.35,2,"['gulp', 'plug']"
plumber,5.4,3.18,1,['plumber']
plumbing,4.45,3.36,1,['plumbing']
plume,5.19,3,1,['plume']
plump,4.95,4.43,1,['plump']
plunge,4.62,4.6,2,"['plunge', 'pungle']"
plunger,4.25,3.15,1,['plunger']
plural,4.81,3.4,1,['plural']
plywood,4.74,2.67,1,['plywood']
pneumatic,4.5,3.9,1,['pneumatic']
pocket,5.67,4.5,1,['pocket']
pocketbook,5.6,3.42,1,['pocketbook']
pod,5,3.32,2,"['dop', 'pod']"
podium,5.05,3.52,1,['podium']
pogo,5.4,3.94,2,"['goop', 'pogo']"
poignant,5.1,4.09,1,['poignant']
point,5.45,3.86,4,"['pinot', 'pinto', 'piton', 'point']"
pointer,4.57,3.73,6,"['pointer', 'protein', 'pterion', 'repoint', 'tropein', 'tropine']"
pointy,4.26,4.55,1,['pointy']
poise,5.5,3.77,1,['poise']
poker,5.79,5.05,2,"['poker', 'proke']"
polar,5.19,3.95,4,"['parol', 'polar', 'poral', 'proal']"
pole,5.6,3.05,3,"['lope', 'olpe', 'pole']"
police,4.59,5.95,1,['police']
police officer,4.67,5.48,0,[]
policeman,4.21,4.06,1,['policeman']
policewoman,5.05,3.92,1,['policewoman']
political,4.35,4,1,['political']
polka,4.79,4.17,1,['polka']
poll,4.63,4.14,1,['poll']
polling,4.55,3.25,1,['polling']
polo,5.21,3.95,3,"['loop', 'polo', 'pool']"
poltergeist,4.4,5.55,1,['poltergeist']
polyester,4.29,3.85,2,"['polyester', 'proselyte']"
polymer,5.35,3,1,['polymer']
pomp,5.32,3.57,1,['pomp']
poncho,5.48,3.74,1,['poncho']
ponder,5.65,3.95,2,"['pernod', 'ponder']"
pong,5.05,4,1,['pong']
poof,5.7,3.8,1,['poof']
pope,5.18,4.21,3,"['epop', 'pepo', 'pope']"
popper,5.05,4.23,1,['popper']
poppycock,5.68,5.19,1,['poppycock']
popular,5.71,4.74,1,['popular']
popularity,5.81,4.32,1,['popularity']
population,4.81,3.96,1,['population']
pore,4.71,3.12,2,"['pore', 'rope']"
pork,5,3.8,1,['pork']
porn,4.32,7.24,2,"['porn', 'pron']"
porno,5.53,5.82,1,['porno']
pornographic,4.77,6.09,1,['pornographic']
porridge,5,3.33,2,"['perigord', 'porridge']"
port,5.55,3.38,2,"['port', 'trop']"
portal,5.37,3.59,3,"['patrol', 'portal', 'tropal']"
porterhouse,5.74,4.43,1,['porterhouse']
porthole,4.86,3.25,2,"['porthole', 'potholer']"
portion,5.16,3.91,1,['portion']
portray,5.35,3.09,3,"['parroty', 'portray', 'tropary']"
pose,5.63,3.11,5,"['epos', 'opes', 'peso', 'pose', 'sope']"
posh,5.58,3.95,6,"['hops', 'hosp', 'phos', 'posh', 'shop', 'soph']"
position,5.56,3.35,2,"['position', 'sopition']"
positioning,4.84,3.88,1,['positioning']
posse,4.52,4.41,4,"['pesos', 'poses', 'posse', 'speos']"
possess,4.67,3.95,1,['possess']
possession,5.14,4.04,1,['possession']
post,5.05,3.58,6,"['opts', 'post', 'pots', 'spot', 'stop', 'tops']"
postage,5.09,2.57,3,"['gestapo', 'postage', 'potages']"
postal,5.21,3.41,1,['postal']
postcard,5.68,4.23,1,['postcard']
poster,5.35,3.14,7,"['poster', 'presto', 'repost', 'respot', 'stoper', 'topers', 'tropes']"
posterior,5.33,2.9,2,"['posterior', 'repositor']"
postman,5.83,3.2,3,"['postman', 'tampons', 'topsman']"
postpone,4.32,2.94,1,['postpone']
posture,4.89,3.56,8,"['petrous', 'posture', 'pouters', 'proetus', 'proteus', 'septuor', 'spouter', 'troupes']"
